Codigo Municipio,1 persona,2 personas,3 personas,4 personas,5 personas,6 o más personas
38040,670,3575,2950,2550,810,105
05904,35,40,20,40,*,20
24161,60,100,75,5,95,5
23904,340,700,580,1210,420,320
37297,60,120,105,140,95,10
34170,10,10,15,*,5,10
09355,25,30,30,25,10,*
34171,150,275,305,340,75,55
37298,35,70,40,50,25,*
49205,45,95,70,185,5,*
47154,10,80,35,50,5,*
49206,140,380,230,225,80,60
09356,*,25,*,*,*,*
10171,90,110,100,95,*,20
10172,105,285,120,190,105,*
39076,255,910,770,1220,585,450
41089,395,1415,2120,3375,835,255
15079,100,250,375,435,385,300
23079,380,1060,1190,1535,335,265
39077,65,70,55,50,35,20
39078,105,320,440,345,205,185
19250,10,15,*,*,*,*
40188,30,50,40,*,*,*
40189,45,240,130,140,35,50
37299,30,60,50,85,30,*
33064,*,110,*,*,35,90
26138,620,1705,1845,1700,650,*
05229,15,30,20,30,*,*
40190,*,25,15,15,*,*
09358,50,55,90,25,15,30
45901,90,285,240,250,130,60
23080,340,690,690,655,115,45
05230,15,25,40,10,15,15
40191,40,60,115,115,*,*
30901,1040,2760,3825,5020,2420,475
39079,925,2490,3145,3800,980,75
28136,80,190,145,370,30,*
28137,155,500,660,665,195,125
06122,470,1845,1665,3285,745,190
37300,70,170,160,130,10,130
49207,45,115,40,75,30,*
24162,130,640,420,585,180,*
47155,320,1020,1275,895,340,115
34174,30,55,60,55,30,10
08192,475,1555,2345,1945,530,230
26140,55,115,45,55,55,*
26141,25,55,65,*,*,*
48082,4255,12355,15195,12540,1815,875
36051,810,3430,3975,4825,1775,2730
49210,65,145,105,225,25,5
47157,60,220,170,195,20,*
37301,5,35,15,25,*,*
09361,45,40,30,15,*,5
33065,110,355,425,260,125,20
24163,210,1200,1220,1705,230,85
22213,390,910,760,1240,610,455
39081,45,110,100,90,100,55
09362,40,65,65,95,10,*
43142,145,320,500,365,280,35
12103,20,50,25,10,*,*
32078,150,600,315,160,30,145
27057,1365,3220,3600,3805,625,655
17186,430,1310,1140,1580,240,110
31222,*,15,35,*,*,5
44210,115,175,315,420,80,*
25201,15,30,15,5,20,45
25200,40,90,65,115,60,35
31223,135,310,330,310,250,25
45159,25,40,40,*,*,*
09363,160,250,315,250,170,*
50240,105,380,410,315,15,45
19251,10,10,20,*,*,*
10173,65,155,190,230,60,165
41090,295,850,1060,1365,760,115
37302,45,110,130,80,20,*
40192,25,60,45,35,30,15
17187,70,195,250,225,30,20
38041,615,1695,2085,2580,1105,810
43143,10,30,10,15,5,*
27058,425,1090,1500,355,530,415
03123,935,2155,2455,3095,975,270
29086,225,565,175,210,110,190
19252,15,40,35,*,15,*
40193,30,55,60,110,25,*
47158,110,270,270,385,50,*
22214,25,20,25,25,25,*
43144,160,370,350,590,90,45
46223,730,2880,2695,2520,735,465
29087,120,335,50,160,5,*
50242,20,25,25,20,10,*
46224,20,50,45,25,20,30
12104,855,2435,2595,2600,615,35
40194,5315,11785,13335,17435,4505,2140
20070,115,315,475,375,100,45
23081,230,325,540,715,45,95
06124,135,525,365,775,245,15
44211,15,25,*,*,*,*
10174,25,60,65,30,10,5
45160,95,400,320,415,85,15
22215,40,55,30,20,10,*
19254,15,25,30,*,*,*
39082,220,440,405,635,280,25
03124,80,150,100,205,45,30
46225,30,115,110,60,55,65
07058,280,810,915,1310,200,180
17188,35,35,75,40,10,*
43145,390,1120,1325,1925,375,415
19901,20,15,*,*,*,*
46226,5,25,*,*,0,*
22217,35,150,175,105,35,35
24164,60,130,65,115,40,*
43146,15,5,20,*,15,*
07047,225,850,965,840,175,20
04082,60,95,65,40,45,*
22218,*,10,15,10,*,15
43044,555,1530,1495,1565,760,35
03125,40,160,75,175,110,50
44212,10,30,*,*,*,*
25202,40,50,20,10,5,10
25035,45,110,130,135,55,*
08267,590,2330,2205,2095,795,440
46227,85,260,370,400,50,30
37304,40,80,30,25,*,25
40195,120,300,360,400,20,*
40196,*,20,5,30,*,*
09365,*,15,20,*,*,*
37305,35,60,35,50,25,30
17190,105,250,260,255,170,80
28138,5,30,35,15,15,*
34175,25,20,10,45,*,10
04083,220,710,470,755,110,30
42171,20,35,35,5,20,0
25204,150,430,400,455,195,265
46228,315,885,925,895,175,145
17191,15,50,40,60,15,25
47159,75,280,395,380,35,50
05232,20,40,35,15,5,*
10175,215,395,435,425,165,*
37306,50,130,90,15,40,*
37307,25,70,55,35,*,*
05233,45,90,55,70,15,*
28140,95,635,990,1245,395,175
10176,50,105,105,140,45,*
22220,30,50,55,45,25,10
45161,1005,4195,4710,6025,1905,870
31224,160,370,290,330,40,*
48084,3040,8655,8555,6490,1100,770
50243,45,105,100,110,35,*
22221,15,30,40,20,10,*
17192,30,50,65,45,*,*
11034,280,560,695,845,460,55
19255,15,40,35,5,*,*
25203,1570,3070,3435,3205,870,220
08269,225,845,915,930,325,185
41091,65315,150735,170150,206140,74295,29680
28141,560,1730,2020,2710,945,465
45162,215,210,105,235,30,35
25205,45,160,270,165,35,30
19256,10,25,20,*,5,*
33066,4575,12850,15065,13240,4285,1755
37309,10,25,10,*,*,*
10177,190,450,505,550,290,75
50244,35,70,85,80,15,*
29088,185,755,835,1265,330,150
12105,105,265,215,285,60,125
04084,65,145,95,80,50,5
22222,45,230,135,200,40,*
46229,205,325,295,475,135,*
47160,60,135,130,145,10,55
37310,10,80,30,25,5,5
05234,10,15,20,*,5,*
19257,495,935,1135,1115,535,265
50245,20,25,35,25,20,*
23082,290,415,765,565,160,180
46230,1550,4720,5135,5495,1345,580
36052,730,2145,1910,1995,1175,1155
38042,340,1050,1430,1125,520,365
17193,415,1330,1445,1670,695,40
47161,255,840,1140,2270,375,455
46231,285,955,1135,810,255,90
46232,140,295,405,210,115,10
07060,285,755,985,1045,560,45
44213,5,35,*,5,30,5
05235,15,60,10,50,10,*
06125,265,665,435,530,100,100
50246,*,20,*,*,*,*
16198,145,475,385,380,265,210
08270,3780,7525,7815,6310,2510,70
17052,15,45,40,30,30,10
39083,110,250,320,260,225,155
27059,310,800,710,390,205,*
50247,75,195,345,260,55,30
37311,40,90,60,65,5,*
15080,140,425,530,460,200,275
24165,35,135,115,65,10,10
08271,5,5,10,5,0,65
33067,145,240,370,75,15,30
02072,195,460,295,775,130,70
13078,1235,2930,3110,4740,630,710
26143,40,65,50,95,10,*
05236,25,55,30,20,*,10
06126,230,445,765,960,260,100
05237,30,60,60,45,10,*
13080,65,170,85,55,*,35
13079,840,3105,3010,5795,2210,1055
19258,15,25,25,35,10,*
09366,10,30,20,20,15,*
16199,10,15,*,*,*,*
25206,30,65,110,130,15,15
42172,*,30,*,*,*,*
43147,70,135,120,140,160,30
46233,635,1445,1065,1320,350,100
07061,1155,3540,2930,3845,900,1405
39084,70,200,275,400,45,50
05238,60,285,250,265,55,45
25207,945,2355,1975,2810,555,510
33068,220,405,310,270,105,50
19259,15,*,5,*,5,*
04085,60,90,90,180,90,10
28143,15,30,10,40,*,*
15081,125,375,310,245,200,25
07062,860,3300,2335,3585,1675,160
48904,405,1150,1295,1140,285,235
12106,190,350,450,385,105,40
45163,700,2450,2565,4540,1045,125
22223,15,35,30,15,10,5
48085,885,2625,3080,4435,1520,255
18176,50,60,55,35,85,*
48086,205,695,475,810,130,145
08272,10,25,90,50,0,*
20065,410,1190,780,1155,350,90
04086,245,735,490,590,235,350
09368,*,*,*,*,10,*
42173,4235,9180,9645,11865,4220,705
25208,85,55,70,75,10,55
37312,35,115,35,70,45,20
23084,160,265,340,280,70,140
31225,15,10,20,10,*,10
25209,320,465,700,410,200,155
18177,95,165,175,45,10,65
26144,30,75,55,60,15,*
50248,85,235,95,130,85,20
25210,160,325,425,580,115,150
46234,40,150,125,100,*,*
12107,50,135,105,110,20,25
05239,45,50,55,85,15,*
26145,20,85,55,70,10,55
40198,*,25,*,*,*,*
05240,445,1265,920,1710,300,95
09369,70,160,85,135,65,25
45164,30,75,55,20,35,*
42174,40,90,45,20,0,*
19260,10,15,*,10,10,*
34177,25,45,60,35,20,*
24166,150,525,540,355,135,*
33069,600,1110,1160,970,145,50
28144,375,1360,1445,2225,865,290
26146,25,45,55,*,5,*
24167,145,270,275,160,10,45
34176,20,40,55,30,*,25
19261,15,20,*,*,*,*
22904,135,255,210,260,85,90
16909,105,200,160,260,55,50
40199,10,40,20,50,10,*
37313,60,195,175,125,70,30
09372,20,60,90,50,55,5
09373,85,135,100,155,45,*
36053,470,1495,1565,2445,775,525
39085,1005,2545,1615,2435,755,45
08273,225,645,715,780,425,165
25211,80,185,245,115,125,50
46235,2755,6465,7645,8400,2225,1140
42175,5,5,*,*,*,*
12108,75,150,135,210,35,30
04087,25,65,60,80,15,5
48076,55,110,60,90,35,*
46236,115,330,230,425,140,*
31226,65,140,160,215,70,50
25212,15,80,85,55,30,30
08274,515,1560,1570,1825,390,295
09374,10,30,10,25,20,20
17194,15,30,15,35,*,15
34178,15,30,25,40,5,*
34179,10,10,*,*,*,5
40200,10,25,*,35,*,5
49214,120,260,230,190,25,20
37314,*,15,*,65,*,5
04088,415,840,765,1160,325,85
04089,120,400,185,215,125,75
27060,245,645,880,595,510,330
32079,170,390,415,395,140,125
50249,55,75,95,165,*,*
38043,1685,4070,6480,7690,2200,1490
31227,880,2475,2675,3785,825,360
08276,30,75,65,125,10,15
18901,85,200,120,260,80,*
04090,95,130,85,105,60,10
42176,*,10,*,*,*,*
42177,10,35,25,15,*,*
37315,20,25,15,30,5,*
08277,25,70,35,25,*,*
28145,235,690,870,770,170,385
50250,20,10,20,*,0,*
25215,40,35,60,35,*,*
06127,350,750,700,1410,275,100
10178,135,220,315,185,45,*
25216,15,45,115,45,15,60
45165,6155,18840,20760,29460,8860,2775
06128,280,1180,1465,1905,300,425
10179,65,130,65,105,30,*
10180,680,1960,1730,2640,825,1385
16202,110,280,265,375,10,*
12109,85,245,290,225,50,*
06129,65,125,225,220,125,15
17195,25,115,90,140,60,15
42178,25,60,35,*,10,*
19262,30,65,30,25,5,*
37316,145,190,250,295,20,*
34180,20,25,30,20,*,*
22225,250,875,965,965,305,250
47162,20,10,20,15,15,*
09375,5,10,10,5,15,*
06130,35,70,55,55,30,5
38044,215,485,1000,815,100,200
33070,215,800,810,1140,390,575
49216,25,50,35,55,15,*
08278,435,1285,1565,2000,660,155
19263,*,20,15,*,*,5
33071,65,235,260,85,55,40
16203,1040,3005,3600,5235,2455,185
19264,*,15,15,15,*,*
50251,1095,2755,2765,3070,1130,50
37317,35,105,75,110,30,*
02073,520,1190,1500,2045,1135,290
03127,150,190,105,95,80,105
37318,20,60,70,85,5,5
09377,70,145,215,280,60,25
42181,65,200,85,105,10,*
22226,115,260,290,285,40,*
34181,65,140,135,155,40,*
11035,1735,2470,5015,5390,2530,490
42182,*,30,*,15,5,*
43148,12910,31835,31830,38325,11670,6455
25217,1225,3665,4365,4610,1945,845
25218,10,35,35,15,10,*
25219,10,50,65,30,*,20
19265,30,55,45,25,*,15
50252,430,1970,1975,2475,375,35
46237,760,2275,3110,2365,425,395
46238,1680,4565,4910,4920,1360,580
08275,15,65,80,110,15,30
08280,20,35,20,30,20,15
38045,560,1125,885,1190,590,415
29089,370,810,1065,1290,495,85
16204,25,105,105,70,70,5
38046,555,2375,2555,3305,1190,900
35024,1880,4470,4695,6050,2655,530
08281,405,1225,1375,2135,685,115
32080,70,165,105,60,*,25
09378,10,5,*,*,10,*
16205,25,25,30,50,15,*
42183,15,35,55,20,10,*
37319,35,60,15,15,*,15
35025,305,395,340,505,535,60
10181,75,240,270,230,40,15
37320,15,30,35,20,*,*
35026,8115,18110,27345,28580,12560,5930
22227,35,80,45,90,*,10
45166,125,585,560,745,275,15
19266,55,110,85,85,55,*
37321,20,60,40,40,15,*
15082,1010,3505,4760,5690,1875,1515
12110,55,90,75,55,*,*
46239,105,280,85,185,*,*
25220,100,340,515,295,135,185
35027,1135,2230,3735,3990,850,905
04091,80,105,85,160,15,*
17196,25,45,75,110,40,*
37322,330,745,1005,890,335,45
09380,15,30,35,15,5,5
08279,19865,50865,52360,60220,17700,12375
46240,15,95,60,95,35,10
50253,60,160,140,90,20,5
44215,20,60,30,55,25,*
13081,115,205,135,225,160,*
26147,*,*,*,*,*,*
44216,2785,7950,8635,11460,2445,1380
19267,*,*,*,*,*,*
03128,1440,4070,3815,2100,655,*
33072,200,645,445,600,*,*
08282,500,1590,2130,2750,795,260
35028,1795,6305,3990,5020,1650,310
03129,160,475,290,585,190,*
31228,65,170,130,250,25,20
47163,40,105,80,105,*,*
28146,165,625,805,605,215,65
05241,490,1000,1085,1060,335,380
50254,25,40,40,75,5,10
22228,40,145,195,225,100,10
19268,*,*,25,10,*,*
38047,155,820,660,655,160,220
04092,230,845,730,1325,610,30
16206,40,95,75,30,35,*
35029,420,845,1460,2240,380,365
33073,765,2305,2825,2590,725,1370
09381,15,20,10,*,*,*
05242,50,185,255,240,55,25
31229,15,30,*,*,*,*
26148,25,80,30,55,30,10
12111,85,130,155,105,45,*
25221,25,55,30,35,5,5
46241,75,130,95,160,50,*
28147,95,295,325,425,60,*
25222,15,20,20,*,*,15
43149,80,255,195,270,120,*
43150,175,390,345,535,265,60
19269,15,30,30,*,25,*
09382,*,10,10,*,*,*
02074,645,1960,1585,2760,870,355
50255,50,85,50,30,*,*
26149,5,25,*,*,*,10
45167,240,450,475,750,180,*
41092,560,1840,2530,3105,735,795
12112,15,45,25,50,10,*
32081,200,795,590,550,400,25
12113,25,45,25,45,*,*
39086,70,95,85,90,85,*
05243,20,10,10,20,40,10
45168,7445,17730,17235,27430,9295,3930
03130,10,10,*,*,0,*
40201,5,15,10,5,20,*
20071,1670,4555,4705,5800,1265,255
29090,230,745,500,400,265,150
22229,30,35,30,35,20,10
41093,1230,3800,5155,9210,3055,1485
13082,2815,6940,8790,12950,4560,1865
36054,670,2255,4000,2840,1540,2335
08283,535,1795,2915,2100,345,305
37323,95,125,25,190,10,*
15083,90,120,310,630,30,130
25223,95,240,410,430,95,30
24168,45,170,150,95,35,55
24206,230,490,545,510,325,*
12114,35,65,95,30,30,*
47164,45,110,140,115,30,15
19271,15,25,*,10,5,*
19270,10,*,*,*,*,*
08284,1450,4095,3560,4700,1175,1095
47165,755,2250,2715,2625,390,320
19272,10,15,20,10,60,*
37324,30,120,120,75,40,35
15084,135,450,970,790,875,730
09384,20,75,70,140,35,25
08285,1255,3200,3795,3560,815,1200
24169,320,975,1200,815,145,30
19274,115,395,305,375,320,95
10182,40,40,30,50,5,10
44217,*,*,10,*,*,10
22230,25,85,85,80,40,15
42184,15,15,10,*,20,*
26150,20,50,25,55,*,*
05244,15,25,25,*,*,*
44218,*,30,5,*,*,*
03131,60,140,105,40,15,*
25224,10,35,40,45,15,20
25225,105,265,185,215,115,25
37325,25,40,20,30,*,*
05245,35,105,95,100,50,30
10183,160,250,325,330,70,30
10184,115,300,285,220,20,*
44219,25,60,85,40,10,5
49219,795,2165,2675,2465,885,395
12115,40,65,105,45,25,*
34182,120,285,230,395,25,*
16209,30,50,25,30,20,*
22232,10,30,35,30,*,*
13083,265,665,840,955,380,*
50256,10,35,15,30,*,*
44220,15,55,30,45,25,5
45169,35,60,80,70,30,*
50257,40,50,65,45,10,*
12116,10,15,20,*,15,*
31230,25,40,30,20,5,5
50258,20,10,25,*,*,*
11036,105,170,270,175,55,50
44223,10,30,30,20,5,5
25227,90,300,100,190,65,*
08286,240,740,1010,1215,610,*
10187,75,180,100,120,30,*
47169,15,20,15,35,*,*
45171,145,405,445,570,180,15
43151,35,55,20,10,10,*
13084,120,320,235,380,90,50
44224,*,15,15,*,*,*
43152,40,165,150,135,25,165
06131,70,300,265,380,205,45
47170,*,*,*,*,*,*
10188,95,195,145,155,20,*
24170,240,480,780,665,270,25
19279,25,25,85,40,*,*
23086,950,2655,3810,5095,1600,540
44225,15,50,20,50,10,*
49220,30,45,55,25,5,10
12119,20,60,25,60,*,10
12120,25,75,80,55,5,5
26153,*,*,*,*,*,*
22233,10,15,25,20,5,25
44227,15,40,*,*,5,30
40206,45,65,30,45,20,*
05247,35,75,75,80,5,0
40202,20,45,10,*,5,*
46242,55,115,135,95,30,15
25226,35,40,90,90,25,20
42185,*,10,10,*,*,*
12117,550,1385,1700,1380,635,60
23085,200,690,590,770,390,160
40203,120,175,260,510,135,65
14062,115,325,305,395,30,50
18178,70,285,150,250,95,90
12118,25,10,35,30,*,*
44221,35,160,80,130,15,20
47166,40,75,85,60,20,35
45170,50,85,105,30,*,10
47167,35,100,50,65,5,30
47168,*,10,*,20,*,*
10185,80,225,105,125,95,*
09386,15,30,15,20,5,*
40204,40,70,35,40,25,*
44222,30,55,15,15,15,15
26151,65,190,135,95,50,*
26152,*,30,*,*,*,*
10186,115,225,370,245,185,15
19277,*,*,*,*,*,*
19278,*,15,15,*,*,*
43153,1515,3980,4570,3385,1360,390
23087,820,3425,3320,4765,1470,270
25228,215,820,1435,1385,370,55
25907,65,140,200,95,105,15
09387,10,20,40,35,30,*
49221,40,95,75,70,25,*
25230,120,500,540,730,190,165
50259,*,*,*,*,*,*
40205,50,85,80,50,30,5
28148,7890,26965,29445,39050,13335,6200
28149,245,1380,1900,3015,675,260
28150,225,795,815,1590,415,290
19280,335,830,1280,1740,450,480
10190,75,180,135,120,*,85
10189,465,765,700,965,275,*
16211,120,175,80,100,*,10
44226,25,65,30,65,*,15
28151,435,985,1475,1400,330,50
25231,60,80,225,185,105,55
50260,10,10,20,*,*,*
09388,*,*,*,*,10,10
39087,5415,12750,16585,14340,4470,965
08287,110,285,280,420,165,115
46243,10,25,65,35,20,5
50261,45,85,90,35,20,*
08288,280,540,630,735,210,*
08289,310,1220,1640,1950,480,60
47171,50,160,125,125,20,5
28152,825,3285,4815,6825,4090,2480
03132,85,245,105,250,20,30
06132,80,340,260,280,85,*
06133,255,330,500,855,235,75
10191,80,160,200,155,65,*
10192,90,245,280,230,65,30
19281,*,*,25,*,*,*
28153,60,200,155,200,40,95
44228,20,50,10,30,25,*
19282,25,80,55,35,50,*
19283,*,35,*,*,5,*
19284,*,*,*,*,*,*
29901,9050,17835,16255,15940,5520,1505
26154,*,*,*,*,*,*
34184,10,20,*,20,*,*
17197,*,30,40,30,25,60
46244,6435,15660,22640,22685,8295,4410
22234,90,185,375,360,180,35
13085,265,715,705,955,215,135
10193,120,230,435,650,210,95
30037,1315,6085,6530,10920,3490,5075
09389,20,25,15,15,*,*
23088,550,1510,1640,2920,600,355
10194,80,195,125,190,*,*
23090,260,335,370,510,140,*
23091,120,220,245,315,45,*
44229,15,40,45,60,5,*
22235,10,25,30,20,20,*
22236,30,70,105,75,10,*
50262,175,305,465,425,125,20
30038,1000,4675,4915,6780,2610,1485
28154,295,1555,1955,2790,500,410
25232,105,520,700,600,110,125
49222,55,75,70,195,35,30
31231,30,40,25,40,15,*
46245,65,150,180,165,35,*
09390,75,175,185,225,25,40
47172,15,45,40,55,25,*
25233,35,90,85,130,20,*
37327,25,50,65,70,5,*
44230,35,70,30,25,15,20
03133,11780,30355,18550,20325,5695,3035
45172,70,240,170,175,115,85
44231,10,15,15,*,10,*
50263,70,75,25,35,10,65
44232,50,125,115,105,55,40
45173,745,2790,3540,4495,1685,100
17198,60,190,190,235,20,*
17199,975,2895,2945,2570,1270,620
43154,20,50,55,35,15,*
29091,1860,5475,3990,3245,1795,10
19285,*,15,*,*,*,*
42187,15,10,*,20,*,20
16212,40,110,45,55,45,10
16213,10,10,10,*,5,*
17200,75,225,175,255,35,15
19286,110,245,210,290,75,*
05246,15,25,15,*,15,*
09391,55,145,115,115,50,*
43155,3025,7365,9045,8120,4040,2575
19287,25,50,50,65,30,5
19288,*,10,*,*,*,*
18179,125,265,150,145,15,35
09392,15,20,*,*,*,*
17201,30,30,40,35,15,*
50264,35,60,80,50,10,*
17202,550,2185,940,1730,150,235
29092,110,195,150,190,100,*
30039,1520,4945,6475,8795,5215,3750
45174,35,85,70,135,25,70
15085,180,705,780,1040,755,540
46246,150,330,375,280,40,95
27061,80,300,265,260,210,155
24171,85,115,75,65,*,90
37328,40,50,65,35,50,*
49223,85,295,205,190,170,30
16215,65,120,60,75,*,10
19289,5,5,*,*,*,10
12121,95,550,385,440,115,*
44234,15,25,20,*,25,*
44235,10,25,25,55,*,*
22239,10,*,*,40,30,*
06134,75,115,185,150,65,95
32082,155,370,490,255,255,*
50265,15,20,15,30,*,*
50266,40,40,30,35,*,*
47173,95,260,350,140,120,105
15086,85,490,855,1005,450,520
11037,485,1315,1960,2410,685,235
49224,40,65,60,20,5,*
37329,*,*,*,35,*,*
25234,690,1425,1520,1755,500,250
28903,1750,6210,8420,16670,5880,1925
04901,95,180,205,75,20,85
40207,40,225,170,420,60,25
16216,40,130,75,100,*,25
09394,145,240,235,355,*,*
39088,*,*,*,*,*,*
42188,*,30,*,*,*,*
18180,80,210,170,220,125,*
26155,30,40,50,45,10,15
27062,40,55,145,190,235,85
16217,25,35,15,30,*,15
26157,25,140,60,130,5,*
21070,310,1525,2365,2600,720,255
47174,60,85,100,80,10,*
19290,130,290,535,330,40,45
19291,205,395,290,460,85,*
34185,15,15,15,*,20,*
44236,15,20,20,25,10,10
24172,60,225,85,65,50,25
48087,50,150,165,90,30,30
06135,90,280,395,495,160,25
10195,695,2100,2270,3060,1045,170
09395,50,50,30,30,10,*
09396,20,45,40,35,20,*
39089,35,50,15,35,*,30
31232,3490,8675,9205,10420,2145,870
47175,625,2005,2635,2600,785,30
26158,40,105,115,55,35,15
46247,160,415,210,350,50,40
36055,1030,2950,4140,5285,2105,1540
35030,1065,2415,3750,4180,870,1025
31233,20,30,40,10,5,*
24173,140,330,285,260,95,*
40208,95,230,225,360,70,115
46248,415,1330,1615,2825,260,170
45175,70,200,160,255,140,35
18181,55,120,35,40,15,20
04093,280,1185,880,750,625,*
04094,30,75,80,30,10,*
23092,2590,6560,9025,13085,3365,865
48088,30,65,50,30,10,*
11038,1230,3845,4235,5760,1380,390
31234,15,60,60,30,15,*
19293,220,820,745,665,85,65
42189,10,15,10,35,*,5
16218,35,85,35,55,15,10
39090,60,170,185,260,120,60
48065,365,1060,1225,1135,190,75
45176,180,945,1065,2365,575,120
18182,200,440,675,860,420,25
31123,50,205,190,170,90,135
19294,*,*,5,20,*,*
31235,40,60,65,40,0,*
30040,110,190,185,260,160,15
04095,105,260,195,305,65,30
17204,45,195,240,205,135,220
08290,85,380,580,665,240,35
17205,15,50,70,110,25,*
43156,580,1190,2405,1945,340,635
43157,65,125,130,100,10,*
17203,15,35,80,60,20,*
31236,90,245,385,550,295,55
41094,415,1330,1995,3320,895,420
05249,20,30,25,30,15,*
50267,85,180,145,215,40,20
31237,35,60,25,95,15,*
50268,10,15,30,20,*,*
47176,35,90,75,25,20,*
30041,1250,2890,4635,6335,2865,995
31238,15,60,30,*,20,*
16219,25,45,15,20,*,*
49225,30,35,60,20,15,10
09398,20,30,10,*,*,35
45177,260,600,650,1010,395,40
31239,35,40,105,95,60,40
31240,65,155,215,175,90,*
24174,60,180,155,125,*,25
48089,220,845,835,1285,360,*
48074,495,965,1255,925,305,245
01054,185,335,345,365,125,*
20072,400,1225,1850,2060,585,75
47177,10,50,25,25,5,*
04096,40,65,85,100,5,35
31241,15,35,45,30,50,5
31242,55,65,65,60,40,*
44237,45,160,90,130,55,35
50269,45,115,95,70,30,5
20077,635,1680,1875,2200,280,255
50270,*,15,10,*,10,*
31244,*,25,35,35,15,65
31243,45,90,115,115,25,*
47178,15,50,50,35,40,20
40210,10,25,15,40,20,*
26160,70,205,225,285,50,125
17206,25,25,15,75,30,35
31245,10,35,35,10,*,*
06136,175,440,405,535,250,115
50271,40,75,115,40,25,10
12122,80,300,280,225,70,20
20073,395,1460,1280,2155,665,110
19296,10,10,25,*,*,*
50272,1275,3635,5480,6330,1060,380
31246,15,45,45,65,5,15
46249,1170,2975,3065,3435,1290,265
41095,3080,9600,13895,17785,5470,1665
44238,175,745,955,1020,160,135
31247,30,45,60,30,*,5
08291,430,1190,1740,2015,380,470
42190,20,50,45,*,5,5
49226,35,75,65,120,15,*
05251,25,35,20,*,*,*
09400,65,85,60,115,60,*
17014,*,20,40,25,*,*
24185,55,115,260,60,65,20
50274,*,30,35,*,*,*
39095,365,630,790,815,205,*
15088,275,1025,1025,850,540,500
44239,*,15,*,*,*,*
27063,215,735,675,260,190,20
44240,30,75,15,65,20,0
47179,55,135,105,135,15,40
34186,5,35,20,*,*,*
49227,35,100,75,75,35,15
39091,235,510,780,500,205,85
28155,50,130,180,250,75,*
19297,*,*,15,*,*,15
10196,45,135,80,50,45,*
44241,60,175,160,180,60,25
09403,20,35,30,20,*,*
47180,25,20,25,45,10,*
19298,20,35,15,10,*,*
19299,25,30,10,10,15,*
42191,30,40,55,45,0,30
28156,125,335,435,440,25,25
19300,70,280,230,365,80,45
06137,170,275,160,490,60,40
10197,15,45,25,30,*,*
37330,35,105,70,120,50,*
05252,15,35,5,*,10,*
16906,25,25,35,*,*,20
19301,*,25,*,*,5,*
44243,5,*,20,*,10,*
49228,15,10,5,25,*,10
24175,265,530,555,515,165,*
10198,130,440,325,320,85,50
37331,30,75,60,75,*,10
24176,40,110,75,90,40,5
02075,185,445,535,680,110,30
42192,*,10,10,*,20,*
01055,165,390,315,170,30,*
19302,10,20,10,20,*,*
37332,15,35,30,*,5,*
50273,10,*,*,*,*,*
10199,45,50,45,35,30,*
06901,160,660,685,880,330,135
37333,20,75,70,80,*,25
10200,95,240,80,65,*,*
37334,15,35,20,15,5,*
42193,*,*,*,*,*,*
28157,75,165,190,300,85,40
21071,35,65,60,70,10,*
19303,20,10,*,15,0,20
44244,15,60,10,10,5,5
37335,75,125,110,145,40,*
44245,40,95,80,80,5,20
24177,120,95,125,*,140,*
26161,*,*,*,*,*,*
42194,30,80,45,55,*,*
28158,120,185,220,305,95,*
13086,50,110,10,35,15,*
28159,100,220,185,230,60,55
16224,15,20,25,25,*,10
37336,*,20,5,20,15,*
24178,15,20,10,30,5,*
10201,50,50,50,60,15,*
28160,1020,2615,2075,4200,1495,285
16225,25,10,25,*,20,*
28161,4370,13490,18640,23920,5135,3525
16227,15,50,30,20,20,*
42195,25,45,25,25,*,*
47181,15,35,60,45,20,30
19304,35,85,35,95,25,*
10202,95,210,165,210,55,*
39092,210,295,260,200,110,55
16228,30,80,50,55,*,*
34189,*,30,10,*,*,*
28162,225,575,1015,1280,410,*
13087,2110,6230,7920,10540,2610,1430
23093,415,815,785,1375,375,325
19305,45,60,60,20,10,*
24179,100,90,80,70,*,20
28163,55,110,110,185,70,40
24180,150,450,265,295,150,20
42196,*,*,*,*,*,*
39093,95,105,70,70,20,10
40211,15,35,10,20,5,*
24181,150,520,530,540,85,85
34190,5,*,15,20,*,20
19306,10,30,*,*,*,*
39094,*,*,*,*,180,5
24182,80,240,60,65,35,15
44246,260,530,605,625,240,*
42197,10,50,15,*,*,10
37337,10,25,40,60,20,5
24183,165,235,310,115,85,60
33034,1000,3430,3205,2425,1390,1470
24184,50,65,50,55,5,*
49229,20,35,50,45,*,10
19307,10,5,*,10,*,*
47182,140,355,480,525,175,45
06138,120,275,345,480,30,40
28164,260,810,1060,1025,605,360
16902,35,55,50,30,*,*
34192,15,50,25,25,*,*
40212,10,15,*,*,*,*
40213,15,30,45,25,*,*
45179,95,220,95,240,65,*
24187,135,275,220,295,100,*
09405,20,55,30,15,30,*
28165,205,605,645,845,345,115
09406,55,125,75,50,5,*
15087,415,1665,2270,1740,665,120
37338,10,20,30,20,20,*
47183,25,60,45,10,*,30
46250,93835,197310,203160,210735,59505,26210
10203,695,1415,1460,1840,420,*
24188,400,1455,1190,1490,485,40
06139,115,160,175,185,50,*
06140,115,135,150,280,85,30
06141,185,490,555,660,265,*
41096,335,1270,2015,2990,1025,395
14063,185,345,360,355,75,*
